timestamp,open,high,low,close,volume,TR,ATR-12,Supertrend-12,ATR-10,Supertrend-10,ATR-11,Supertrend-11
2022-09-12,408.78,411.73,408.46,410.97,68161564,5.1299999999999955,1.4274999999999995,0,1.5129999999999995,0,1.4663636363636359,0
2022-09-09,402.74,407.51,402.46,406.6,76706918,7.1299999999999955,1.5941666666666663,0,1.7129999999999996,0,1.6481818181818177,0
2022-09-08,395.39,400.86,394.12,400.38,80821681,6.740000000000009,1.5616666666666674,0,1.6740000000000008,0,1.6127272727272737,0
2022-09-07,390.43,398.59,390.2,397.78,70964232,8.389999999999986,1.6991666666666654,0,1.8389999999999986,0,1.7627272727272714,0
2022-09-06,393.13,394.12,388.42,390.76,74798116,5.699999999999989,1.474999999999999,0,1.569999999999999,0,1.5181818181818172,0
2022-09-02,400.28,401.555,390.33,392.24,99632149,11.225000000000023,1.9354166666666686,0,2.1225000000000023,0,2.0204545454545473,0
2022-09-01,392.89,396.78,390.04,396.42,78740084,6.739999999999952,1.5616666666666625,0,1.6739999999999953,0,1.6127272727272683,0
2022-08-31,399.93,401.24,395.04,395.18,76029671,6.199999999999989,1.5166666666666657,0,1.6199999999999988,0,1.5636363636363626,0
2022-08-30,403.85,404.1,396.0,398.21,85652443,8.100000000000023,1.675000000000002,0,1.8100000000000023,0,1.7363636363636386,0
2022-08-29,402.2,405.84,401.1999,402.63,64289165,4.640099999999961,1.3866749999999968,0,1.464009999999996,0,1.4218272727272692,0
2022-08-26,419.39,419.96,405.25,405.31,103086976,14.70999999999998,2.2258333333333313,0,2.470999999999998,0,2.337272727272725,0
2022-08-25,415.24,419.56,414.09,419.51,50942252,5.889999999999986,1.4908333333333321,0,1.5889999999999986,0,1.5354545454545443,0
2022-08-24,412.11,415.1101,411.39,413.67,49177804,3.720100000000002,1.3100083333333334,0,1.3720100000000002,0,1.3381909090909092,0
2022-08-23,412.9,415.42,411.77,412.35,49105249,3.650000000000034,1.3041666666666696,0,1.3650000000000033,0,1.331818181818185,0
2022-08-22,417.05,417.23,412.4,413.35,77695640,9.740000000000009,1.8116666666666674,0,1.9740000000000009,0,1.8854545454545462,0
2022-08-19,424.98,425.26,421.22,422.14,68016902,6.669999999999959,1.55583333333333,0,1.6669999999999958,0,1.6063636363636327,0
2022-08-18,426.86,428.61,425.5,427.89,49023206,3.1100000000000136,1.2591666666666679,0,1.3110000000000013,0,1.282727272727274,0
2022-08-17,425.91,429.5,424.54,426.65,63563394,5.159999999999968,1.4299999999999973,0,1.515999999999997,0,1.4690909090909061,0
2022-08-16,427.73,431.73,426.88,429.7,59289039,4.850000000000023,1.4041666666666686,0,1.4850000000000023,0,1.440909090909093,0
2022-08-15,424.765,429.41,424.71,428.86,54048280,4.7000000000000455,1.3916666666666704,0,1.4700000000000046,0,1.4272727272727315,0
2022-08-12,422.03,427.21,421.03,427.1,61694542,7.21999999999997,1.6016666666666644,0,1.721999999999997,0,1.6563636363636336,0
2022-08-11,422.99,424.95,419.21,419.99,59489704,5.740000000000009,1.4783333333333342,0,1.574000000000001,0,1.5218181818181826,0
2022-08-10,418.78,420.14,416.72,419.99,68665712,8.789999999999964,1.7324999999999968,0,1.8789999999999965,0,1.7990909090909057,0
2022-08-09,412.22,412.75,410.22,411.35,44931772,2.769999999999982,1.230833333333332,0,1.2769999999999981,0,1.2518181818181802,0
2022-08-08,415.25,417.62,411.83,412.99,54025965,5.7900000000000205,1.4825000000000017,0,1.579000000000002,0,1.5263636363636381,0
2022-08-05,409.66,414.15,409.6,413.47,56814929,4.569999999999993,1.3808333333333327,0,1.4569999999999994,0,1.4154545454545449,0
2022-08-04,414.37,415.09,412.44,414.17,45656574,2.6499999999999773,1.2208333333333314,0,1.2649999999999977,0,1.240909090909089,0
2022-08-03,410.3,415.68,410.0,414.45,67820555,7.6200000000000045,1.6350000000000002,0,1.7620000000000005,0,1.6927272727272733,0
2022-08-02,409.12,413.0,406.82,408.06,63435418,6.180000000000007,1.5150000000000006,0,1.6180000000000008,0,1.5618181818181824,0
2022-08-01,409.15,413.41,408.4,410.77,69997471,5.010000000000048,1.417500000000004,0,1.5010000000000048,0,1.4554545454545498,0
2022-07-29,407.58,413.03,406.77,411.99,87003672,6.9599999999999795,1.5799999999999983,0,1.695999999999998,0,1.632727272727271,0
2022-07-28,401.89,406.8,398.15,406.07,73966563,8.650000000000034,1.7208333333333363,0,1.8650000000000033,0,1.7863636363636395,0
2022-07-27,394.36,402.88,394.05,401.04,82342106,11.990000000000009,1.9991666666666674,0,2.1990000000000007,0,2.0900000000000007,0
2022-07-26,393.84,394.06,389.95,390.89,52946393,5.6200000000000045,1.4683333333333337,0,1.5620000000000005,0,1.5109090909090912,0
2022-07-25,395.75,396.47,393.21,395.57,53631485,3.2600000000000477,1.2716666666666707,0,1.3260000000000047,0,1.2963636363636408,0
2022-07-22,398.92,400.18,392.75,395.09,72197332,7.430000000000007,1.619166666666667,0,1.7430000000000008,0,1.6754545454545462,0
2022-07-21,394.16,398.84,391.63,398.79,64903856,7.2099999999999795,1.6008333333333318,0,1.7209999999999979,0,1.6554545454545435,0
2022-07-20,392.47,396.26,391.03,394.77,71843769,5.230000000000018,1.4358333333333348,0,1.523000000000002,0,1.4754545454545471,0
2022-07-19,386.08,392.87,385.39,392.27,78505972,10.920000000000016,1.9100000000000015,0,2.0920000000000014,0,1.992727272727274,0
2022-07-18,388.38,389.09,380.66,381.95,63203626,8.42999999999995,1.7024999999999957,0,1.842999999999995,0,1.7663636363636317,0
2022-07-15,382.55,385.25,380.54,385.13,79060383,7.339999999999975,1.6116666666666646,0,1.7339999999999975,0,1.667272727272725,0
2022-07-14,373.61,379.0498,371.04,377.91,89704819,8.009799999999984,1.6674833333333319,0,1.8009799999999985,0,1.728163636363635,0
2022-07-13,375.1,381.92,374.658,378.83,84224649,7.2620000000000005,1.6051666666666669,0,1.7262,0,1.6601818181818182,0
2022-07-12,383.65,386.16,378.99,380.83,62219178,7.170000000000016,1.5975000000000015,0,1.7170000000000016,0,1.6518181818181832,0
2022-07-11,385.85,386.87,383.5,384.23,58366945,5.170000000000016,1.4308333333333347,0,1.5170000000000017,0,1.4700000000000015,0
2022-07-08,387.27,390.64,385.66,388.67,72397765,4.979999999999961,1.4149999999999967,0,1.4979999999999962,0,1.452727272727269,0
2022-07-07,385.12,389.83,383.267,388.99,64525919,6.579999999999984,1.548333333333332,0,1.6579999999999984,0,1.5981818181818168,0
2022-07-06,382.11,385.87,379.6,383.25,70426244,6.269999999999982,1.5224999999999986,0,1.6269999999999982,0,1.5699999999999985,0
2022-07-05,375.88,381.98,372.9,381.96,81437965,9.080000000000041,1.75666666666667,0,1.9080000000000041,0,1.8254545454545492,0
2022-07-01,376.56,381.7,373.8,381.24,74839729,7.899999999999977,1.6583333333333314,0,1.7899999999999978,0,1.718181818181816,0
2022-06-30,376.24,380.6582,372.56,377.25,112508273,8.09820000000002,1.6748500000000015,0,1.809820000000002,0,1.736200000000002,0
2022-06-29,381.23,382.27,378.42,380.34,65675999,3.849999999999966,1.3208333333333304,0,1.3849999999999967,0,1.349999999999997,0
2022-06-28,390.23,393.16,380.53,380.65,86689824,12.630000000000052,2.0525000000000047,0,2.2630000000000052,0,2.148181818181823,0
2022-06-27,391.05,391.36,387.44,388.59,66009617,3.920000000000016,1.326666666666668,0,1.3920000000000017,0,1.3563636363636378,0
2022-06-24,381.4,390.09,381.365,390.08,98050333,12.029999999999973,2.0024999999999977,0,2.202999999999997,0,2.093636363636361,0
2022-06-23,376.64,378.83,372.89,378.06,79292135,5.939999999999998,1.4949999999999999,0,1.5939999999999999,0,1.5399999999999998,0
2022-06-22,370.62,378.72,370.18,374.39,90059424,8.54000000000002,1.7116666666666682,0,1.854000000000002,0,1.7763636363636381,0
2022-06-21,371.89,376.525,371.81,375.07,76811861,10.664999999999964,1.8887499999999968,0,2.0664999999999965,0,1.9695454545454512,0
2022-06-17,365.51,369.38,362.17,365.86,111113904,7.2099999999999795,1.6008333333333318,0,1.7209999999999979,0,1.6554545454545435,0
2022-06-16,370.51,370.94,364.0799,366.65,134473288,15.12009999999998,2.2600083333333316,0,2.512009999999998,0,2.3745545454545436,0
2022-06-15,377.36,383.9,372.12,379.2,125666797,11.779999999999973,1.9816666666666642,0,2.1779999999999973,0,2.0709090909090886,0
2022-06-14,376.85,377.94,370.59,373.87,104011831,7.350000000000023,1.612500000000002,0,1.7350000000000023,0,1.6681818181818202,0
2022-06-13,379.85,381.81,373.3,375.0,170004861,16.5,2.375,0,2.65,0,2.5,0
2022-06-10,394.88,395.7777,389.75,389.8,132893864,11.689999999999998,1.9741666666666666,0,2.1689999999999996,0,2.0627272727272725,0
2022-06-09,409.34,411.74,401.44,401.44,86289796,10.300000000000011,1.8583333333333343,0,2.030000000000001,0,1.9363636363636374,0
2022-06-08,413.93,415.82,410.38,411.22,64349966,5.439999999999998,1.4533333333333331,0,1.5439999999999998,0,1.4945454545454544,0
2022-06-07,408.1,416.22,407.61,415.74,59272373,8.610000000000014,1.7175000000000011,0,1.8610000000000013,0,1.782727272727274,0
2022-06-06,414.78,416.609,410.5523,411.79,57508858,6.06899999999996,1.5057499999999968,0,1.606899999999996,0,1.551727272727269,0
2022-06-03,412.4,414.04,409.51,410.54,71874281,7.8799999999999955,1.6566666666666663,0,1.7879999999999996,0,1.7163636363636359,0
2022-06-02,409.42,417.44,407.04,417.39,79609633,10.399999999999977,1.866666666666665,0,2.039999999999998,0,1.9454545454545435,0
2022-06-01,415.17,416.24,406.93,409.59,86585813,9.310000000000002,1.7758333333333334,0,1.9310000000000003,0,1.8463636363636367,0
2022-05-31,413.55,416.46,410.03,412.93,95936980,6.430000000000007,1.535833333333334,0,1.6430000000000007,0,1.5845454545454551,0
2022-05-27,407.91,415.3801,407.7,415.26,84768710,10.070100000000025,1.8391750000000022,0,2.0070100000000024,0,1.9154636363636386,0
2022-05-26,398.67,407.04,398.45,405.31,82168339,9.670000000000016,1.8058333333333345,0,1.9670000000000016,0,1.8790909090909107,0
2022-05-25,392.31,399.45,391.89,397.37,91472866,7.560000000000002,1.6300000000000003,0,1.7560000000000002,0,1.6872727272727275,0
2022-05-24,392.56,395.15,386.96,393.89,91448831,9.960000000000036,1.8300000000000032,0,1.9960000000000035,0,1.9054545454545488,0
2022-05-23,392.83,397.73,390.38,396.92,76414878,8.100000000000023,1.675000000000002,0,1.8100000000000023,0,1.7363636363636386,0
2022-05-20,393.25,397.03,380.54,389.63,131432197,16.489999999999952,2.374166666666663,0,2.648999999999995,0,2.4990909090909046,0
2022-05-19,388.62,394.14,387.11,389.46,98510715,7.029999999999973,1.5858333333333312,0,1.7029999999999972,0,1.6390909090909065,0
2022-05-18,403.5,403.8,390.55,391.86,117674545,17.769999999999982,2.480833333333332,0,2.7769999999999984,0,2.6154545454545435,0
2022-05-17,406.53,408.57,402.5824,408.32,83029710,8.480000000000018,1.7066666666666683,0,1.8480000000000019,0,1.7709090909090925,0
2022-05-16,399.98,403.97,397.6,400.09,78622444,6.3700000000000045,1.5308333333333337,0,1.6370000000000005,0,1.5790909090909095,0
2022-05-13,396.71,403.18,395.61,401.72,104174421,10.840000000000032,1.903333333333336,0,2.084000000000003,0,1.9854545454545485,0
2022-05-12,389.37,395.8,385.15,392.34,125090753,10.650000000000034,1.8875000000000028,0,2.0650000000000035,0,1.9681818181818214,0
2022-05-11,398.07,404.04,391.96,392.75,142360992,12.080000000000041,2.0066666666666704,0,2.208000000000004,0,2.098181818181822,0
2022-05-10,404.49,406.08,394.82,399.09,132497200,11.259999999999991,1.9383333333333326,0,2.125999999999999,0,2.0236363636363626,0
2022-05-09,405.1,406.41,396.5,398.17,155586067,14.839999999999975,2.2366666666666646,0,2.4839999999999973,0,2.349090909090907,0
2022-05-06,411.1,414.8,405.73,411.34,151770811,9.069999999999993,1.755833333333333,0,1.9069999999999994,0,1.8245454545454538,0
2022-05-05,424.55,425.0,409.44,413.81,172929106,19.620000000000005,11.39688333333334,0,2.9620000000000006,0,2.783636363636364,0
2022-05-04,417.08,429.66,413.7099,429.06,141106960,15.95010000000002,0.0,0,2.595010000000002,0,10.649327272727279,0
2022-05-03,415.01,418.93,413.36,416.38,100028190,5.569999999999993,0.0,0,10.119250000000005,0,0.0,0
2022-05-02,412.07,415.92,405.02,414.48,158312526,10.900000000000034,0.0,0,0.0,0,0.0,0
2022-04-29,423.59,425.87,411.21,412.0,145491088,16.600000000000023,0.0,0,0.0,0,0.0,0
2022-04-28,422.29,429.64,417.6,427.81,105449088,12.370000000000005,0.0,0,0.0,0,0.0,0
2022-04-27,417.24,422.92,415.01,417.27,122029990,7.910000000000025,0.0,0,0.0,0,0.0,0
